Protein1	Protein1_Accession	Domain1_Name	Domain1_Accession	Protein2	Protein2_Accession	Domain2_Name	Domain2_Accession	Count
spa2	P23201	GIT, Spa2 homology (SHD) domain	IPR013724	rga2	Q06407	Rho GTPase-activating protein domain	IPR000198	4
spa2	P23201	other	None	spa2	P23201	GIT, Spa2 homology (SHD) domain	IPR013724	4
spa2	P23201	GIT, Spa2 homology (SHD) domain	IPR013724	spa2	P23201	GIT, Spa2 homology (SHD) domain	IPR013724	26
spa2	P23201	other	None	spa2	P23201	other	None	71
spa2	P23201	GIT, Spa2 homology (SHD) domain	IPR013724	spa2	P23201	other	None	4
spa2	P23201	other	None	ste5	P32917	other	None	3
spa2	P23201	ARF GTPase-activating protein GIT1, C-terminal	IPR022018	ste5	P32917	other	None	11
spa2	P23201	GIT, Spa2 homology (SHD) domain	IPR013724	ste5	P32917	Protein Ste5, Fus3-binding domain	IPR021106	8
spa2	P23201	other	None	ste5	P32917	Protein Ste5, Fus3-binding domain	IPR021106	1
spa2	P23201	GIT, Spa2 homology (SHD) domain	IPR013724	ste5	P32917	other	None	2
spa2	P23201	ARF GTPase-activating protein GIT1, C-terminal	IPR022018	ste5	P32917	Protein Ste5, Fus3-binding domain	IPR021106	2
ste5	P32917	other	None	axl2	P38928	Dystroglycan-type cadherin-like	IPR006644	14
ste5	P32917	Protein Ste5, Fus3-binding domain	IPR021106	axl2	P38928	Dystroglycan-type cadherin-like	IPR006644	3
ste5	P32917	Protein Ste5, Fus3-binding domain	IPR021106	axl2	P38928	other	None	7
ste5	P32917	other	None	bud1	P13856	Small GTP-binding domain	IPR005225	12
ste5	P32917	Protein Ste5, Fus3-binding domain	IPR021106	rax1	Q08760	RGS domain	IPR016137	4
ste5	P32917	other	None	rax1	Q08760	RGS domain	IPR016137	4
ste5	P32917	Protein Ste5, Fus3-binding domain	IPR021106	rax1	Q08760	other	None	10
ste5	P32917	other	None	rga2	Q06407	other	None	19
ste5	P32917	other	None	rga2	Q06407	Rho GTPase-activating protein domain	IPR000198	15
ste5	P32917	other	None	rga2	Q06407	Zinc finger, LIM-type	IPR001781	3
ste5	P32917	other	None	ste5	P32917	Protein Ste5, Fus3-binding domain	IPR021106	9
ste5	P32917	Protein Ste5, Fus3-binding domain	IPR021106	ste5	P32917	other	None	7
ste5	P32917	Protein Ste5, Fus3-binding domain	IPR021106	ste5	P32917	Ste5_Fus-binding	IPR021651	.1
